,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30
Base: Total ($ Mil),601900.0,578000.0,577100.0,578600.0,580600.0,582000.0,584200.0,583400.0,583800.0,585300.0,590300.0,598300.0,598700.0,595900.0,599100.0,601700.0,605900.0,609100.0,616000.0,622400.0,647200.0,635200.0,639500.0,650800.0,653800.0,654600.0,659000.0,663400.0,668600.0,674000.0,679300.0,679800.0,680400.0,681900.0,688500.0,699200.0,699300.0,701000.0,705300.0,709600.0,713700.0,715000.0,717600.0,720900.0,721100.0,724800.0,730600.0,739400.0,736400.0,735300.0,736800.0,741200.0,745000.0,750700.0,757300.0,757200.0,762200.0,763900.0,770500.0,776300.0,775200.0,772900.0,773500.0,775500.0,776400.0,780700.0,782900.0,782700.0,787900.0,787200.0,793500.0,803100.0,804200.0,804900.0,810100.0,809200.0,812600.0,812400.0,811500.0,809700.0,810400.0,809800.0,816800.0,826700.0,823000.0,820000.0,820900.0,823000.0,825700.0,827200.0,828900.0,829600.0,827400.0,829000.0,834300.0,837200.0,830600.0,829500.0,833000.0,830200.0,834700.0,840200.0,847000.0,847600.0,909700.0,1136400.0,1442300.0,1666400.0,1712000.0,1561700.0,1647300.0,1753200.0,1775100.0,1683700.0,1673600.0,1710800.0,1801200.0,1936300.0,2024600.0,2026200.0,1995000.0,2115200.0,2079600.0,2014400.0,2012300.0,2002400.0,1994300.0,1993700.0,1961200.0,1961700.0,1973100.0,2017000.0,2047900.0,2211600.0,2395300.0,2496600.0,2567200.0,2648500.0,2684800.0,2657700.0,2637700.0,2637800.0,2605400.0,2619600.0,2640800.0,2694400.0,2655200.0,2639800.0,2616500.0,2618800.0,2647800.0,2650700.0,2594900.0,2611800.0,2646800.0,2675900.0,2741700.0,2845300.0,2935000.0,3011700.0,3116900.0,3201500.0,3290900.0,3398900.0,3486900.0,3589500.0,3684600.0,3717500.0,3728500.0,3833400.0,3885900.0,3930700.0,3911500.0,3948700.0,3989100.0,4075000.0,4049200.0,4001500.0,3830400.0,3934500.0,4017100.0,3840500.0,4030600.0,4059400.0,3949400.0,3919600.0,3961200.0,3984000.0,4028500.0,4060500.0,4006700.0,3835800.0,3792700.0,3872500.0,3898400.0,3872900.0,3836500.0,3825500.0,3772500.0,3816700.0,3735900.0,3572100.0,3629800.0,3531600.0,3595500.0,3746400.0,3856300.0,3821700.0,3774400.0,3762800.0,3795400.0,3910000.0,3874500.0,3829900.0,3907700.0,3851000.0,3824800.0,3855100.0,3800600.0,3727100.0,3674800.0,3650500.0,3618300.0,3584500.0,3559800.0,3520900.0,3476300.0,3400700.0,3346900.0,3353500.0,3381500.0,3286700.0,3244500.0,3274800.0,3260300.0,3271400.0,3202700.0,3252800.0,3315600.0,3426500.0,3442600.0,3454500.0,3883100.0,4844900.0,5149400.0,5001800.0,4700300.0,4807400.0,4880300.0,4917100.0,5093000.0,5206500.0,5248000.0,5446800.0,5839000.0,6042100.0,6041900.0,6027000.0,6130200.0,6328700.0,6388900.0
Base: Currency in Circulation ($ Mil),594.67875,566.14375,563.705,564.7335,565.8356,568.3330000000001,571.216,569.3134,570.677,571.4805,575.0024000000001,583.1179999999999,585.106,582.52425,585.0815,587.9277500000001,590.8734000000001,594.3700000000001,600.38675,606.1325999999999,613.55825,615.0098,621.8705,630.27575,635.429,635.884,639.6975,643.5795,648.2932,654.7737500000001,660.9598,660.558,662.18875,662.2379999999999,667.44375,676.472,679.4114,679.8322499999999,683.413,687.0554000000001,690.52125,691.9535000000001,694.257,694.6965,697.699,700.7062,706.3052500000001,716.1912,713.752,713.24975,713.9232,716.7782500000001,719.67925,726.4372,734.8275000000001,734.6199999999999,738.1492000000001,740.8165,746.58125,753.3954,750.1970000000001,750.3897499999999,752.0834,753.6600000000001,754.1845,759.9958,763.84725,763.3474,767.94025,768.8135,774.6191999999999,783.3365,786.82275,785.3779999999999,788.9156,790.5435,794.3057999999999,794.29725,795.91825,793.6006,794.46925,794.13925,800.542,809.32575,808.8480000000001,805.36375,806.3402500000001,807.55675,809.5004000000001,811.0792499999999,814.6492499999999,811.7318,811.8987500000001,813.6582000000001,819.85725,820.2937499999999,817.3666000000001,814.429,816.6445000000001,813.937,817.68625,822.827,829.9464,830.5135,833.9425,849.1222000000001,864.0745000000001,877.8833999999999,886.1840000000001,894.1555,900.752,903.4116,905.5145,907.57575,909.5595999999999,910.7742499999999,912.9694,915.31675,918.2415,924.3148000000001,921.23475,927.20975,932.5352,935.0540000000001,937.47425,941.3626,944.76475,946.0875,951.3304,960.3689999999999,970.89025,979.3902,978.9124999999999,987.0875,1000.6948,1009.366,1016.6644999999999,1023.5265999999999,1029.57025,1033.0404,1038.7375000000002,1042.12925,1055.2305999999999,1066.40575,1069.69075,1080.1969999999997,1095.16625,1099.97775,1103.6686,1108.5452500000001,1113.75575,1115.8662,1126.38875,1134.6226000000001,1149.0194999999999,1156.69525,1160.0824,1164.5845,1174.35375,1178.421,1185.0258000000001,1189.6932499999998,1196.5808,1198.7982499999998,1206.3274999999999,1213.4248,1220.8445,1230.286,1231.6314,1237.5345,1261.586,1270.1276,1275.94825,1279.37525,1284.825,1287.50325,1290.7725,1294.0368,1309.49225,1326.6982,1333.4470000000001,1341.2565,1354.764,1359.9261999999999,1364.5697499999999,1366.1580000000001,1369.7752,1375.0527499999998,1383.8722000000002,1391.429,1402.991,1415.0438000000001,1417.3312500000002,1420.97625,1436.8766,1444.63825,1450.9975,1457.5058000000001,1463.6772500000002,1464.3406,1470.25,1475.81075,1488.5398,1499.35475,1504.5787500000001,1504.65475,1527.1188,1539.4725,1548.1632,1555.20975,1562.5925,1565.2882,1578.2952500000001,1583.2642500000002,1592.1306,1604.5445,1611.3406,1616.28075,1633.0377500000002,1639.95075,1650.8788,1661.27175,1669.0567500000002,1671.6080000000002,1685.51475,1690.1317999999999,1701.6022500000001,1706.89225,1709.7257999999997,1707.7842500000002,1719.26225,1726.40875,1732.2266,1737.76075,1746.8978,1749.11525,1762.6620000000003,1769.4848000000002,1785.601,1794.2597500000002,1798.9843999999998,1795.9837499999999,1826.07575,1887.3795999999998,1929.7285000000002,1955.37,1978.2678,2004.5235,2026.2462,2040.20125,2055.63325,2070.5263999999997,2093.5344999999998,2100.2162500000004,2115.2816,2154.81925,2167.934,2178.8432000000003,2186.12825,2187.6327499999998,2194.903
Balance Sheet: Total Assets ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725800.5,724718.4,721326.0,723651.25,736926.4,738358.0,738711.75,741656.2,740216.5,743206.75,747068.4,747801.25,759809.6,759938.25,753644.25,755538.0,762182.0,762913.75,770590.0,776094.75,771095.5,786291.4,788387.5,798767.75,808972.6,807094.75,800556.75,802471.6,803656.0,805624.0,812643.2,815370.0,815141.8,820696.75,819207.25,826201.6,840054.25,836539.0,833804.0,838655.6,838093.75,842451.2,846038.0,846874.0,844411.4,844410.75,849620.75,858302.8,862756.75,861258.6,867225.0,868370.75,867195.25,875321.4,867222.25,870706.0,867258.6,878775.5,877940.6,886426.5,885789.75,894807.8,881700.25,890096.0,886510.6,892986.0,895391.5,905993.4,906233.75,1009474.0,1727614.6,2145077.75,2222737.4,2033836.75,1881628.5,1984832.25,2123506.2,2134464.0,2057022.5,2022073.2,2034911.25,2122220.0,2173382.25,2178795.5,2219218.0,2256424.0,2267424.75,2298183.4,2328737.0,2336799.5,2337481.8,2332588.5,2317172.25,2301947.8,2304649.0,2318469.75,2392691.8,2443221.5,2502997.25,2585821.0,2672712.75,2749065.0,2829826.4,2870763.5,2862173.0,2857717.0,2854649.5,2825922.2,2891339.75,2913951.5,2929930.0,2887272.5,2868677.25,2856312.6,2863870.5,2858675.25,2835816.6,2817912.0,2826231.2,2857639.5,2901149.5,2966026.0,3068737.5,3170836.25,3264238.0,3355983.8,3440056.75,3536213.8,3630451.5,3693106.75,3800415.6,3897885.75,3991804.5,4064681.0,4134488.75,4200543.75,4271396.8,4322501.5,4352084.25,4395203.2,4417173.5,4436408.25,4469678.6,4488542.5,4496884.8,4507150.25,4496402.25,4488338.25,4482355.6,4479564.0,4479059.25,4488001.4,4484473.0,4484700.6,4495400.0,4486380.75,4486241.6,4489872.5,4485799.5,4484319.6,4487148.5,4472633.25,4469248.6,4472069.5,4466789.0,4466515.75,4459703.25,4454779.2,4460032.75,4454801.5,4458373.75,4467057.8,4477134.5,4468515.8,4469079.0,4469040.25,4462999.4,4459721.25,4462669.25,4450387.0,4446506.0,4437893.4,4415167.25,4399193.75,4382144.25,4343353.0,4316371.0,4287565.25,4238067.8,4205069.0,4167971.4,4122799.0,4083567.0,4050343.0,4002697.75,3964764.5,3933098.25,3871707.0,3842108.25,3803776.8,3773093.25,3808397.75,3970156.0,4042612.25,4115957.5,4159312.4,4169900.75,4618977.0,6298340.0,6947555.25,7127786.25,6960429.4,6975892.25,7048374.2,7137411.5,7198114.0,7319010.8,7372161.25,7500084.0,7647908.2,7775974.0,7866893.25,8026555.2,8190356.75,8291893.25,8418612.4
"Balance Sheet Securities, Prem-Disc, Repos, and Loans ($ Mil)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672844.5,671196.2,668666.25,672446.0,685518.6,686681.25,687867.5,689564.4,689164.5,692457.0,694078.4,695294.5,706575.2,703978.5,700107.25,705855.8,711391.75,713320.75,720779.4,724881.25,721309.25,736273.8,735510.0,746095.25,756219.8,751636.0,746277.0,750621.4,750767.25,754343.5,761851.4,763457.5,764682.6,768816.5,764162.5,774542.2,788063.5,781465.0,781704.5,788354.8,786971.5,790652.4,795298.0,795652.75,794549.2,793080.5,797625.25,808956.8,812442.25,810969.0,816399.5,820505.75,817988.5,825981.0,818417.0,819715.75,818456.4,828767.75,827497.6,834240.0,832068.5,818944.0,813529.25,839158.5,803592.2,790932.25,782950.25,763250.4,762134.75,848694.5,1217820.6,1261842.0,1233658.0,1097499.25,1127188.75,1301433.75,1477335.0,1631261.5,1654784.75,1700213.0,1791685.5,1899524.6,1972105.25,2008654.25,2037935.8,2086058.5,2107203.75,2139615.0,2167967.0,2177555.5,2181847.6,2174874.25,2159984.25,2147267.0,2146916.5,2161117.25,2237425.4,2299213.75,2372866.75,2456851.6,2540529.5,2617814.75,2701485.2,2743963.25,2743322.4,2742126.75,2739702.25,2717644.4,2734014.75,2711002.75,2723835.2,2729494.0,2741289.5,2742519.4,2756084.75,2748835.25,2735336.2,2730798.5,2742233.8,2775645.25,2822391.25,2886239.4,2994267.75,3096299.25,3186085.0,3282357.6,3370849.25,3462950.8,3558890.0,3625351.25,3727043.2,3826255.75,3921677.5,3990204.2,4061377.75,4129585.75,4195620.8,4247980.0,4280373.0,4318135.8,4342878.75,4365838.75,4394885.0,4416188.25,4426424.2,4431691.5,4426011.5,4421993.5,4411015.4,4409864.0,4411395.25,4415558.4,4414293.5,4417087.2,4422106.5,4416887.0,4418088.2,4416530.25,4415127.25,4416786.0,4414064.75,4401723.0,4400784.4,4397284.75,4396959.2,4398014.5,4384301.5,4386251.8,4390050.25,4381491.25,4390217.25,4401105.2,4405237.75,4401135.8,4401394.0,4396451.75,4395161.2,4393086.75,4391316.25,4383088.6,4376116.75,4360194.0,4344693.75,4331800.25,4309832.75,4276012.2,4249415.0,4216443.5,4171894.6,4140723.5,4100500.8,4056974.0,4018797.0,3981009.8,3937217.75,3902978.5,3867027.0,3809222.8,3779447.5,3736864.8,3708545.0,3747578.75,3904890.2,3978966.5,4053107.5,4092062.0,4106376.25,4506172.25,5838001.0,6413832.0,6582068.0,6606989.6,6685136.0,6802569.0,6927286.0,6989559.75,7097901.6,7189483.25,7330528.25,7490805.4,7614925.0,7709974.25,7874851.2,8042917.0,8153497.75,8289740.4
Balance Sheet: Securities Held Outright ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629409.5,629416.0,631911.75,639168.25,645508.6,649282.75,651740.25,652645.4,653382.25,655374.75,656884.2,661603.0,665937.2,666852.5,669864.0,673180.6,675082.75,678974.25,684595.2,691054.5,694270.0,696441.6,703186.5,709692.0,716623.8,717824.0,717868.75,717515.4,717694.5,721389.5,725678.0,724709.5,727340.2,733289.0,738205.25,742735.6,744194.5,744905.5,750386.0,756651.4,758843.0,760776.2,765942.0,765573.25,765215.6,768360.25,768237.5,770975.2,776598.5,778886.6,779365.0,780854.0,783437.75,789556.0,790409.5,790633.25,789095.8,779636.5,779596.6,779653.75,769704.25,727755.0,713365.5,672403.25,557467.8,511581.0,481635.0,479036.0,479486.0,481481.25,490634.2,489163.5,493252.8,504155.75,545505.25,672642.5,895509.0,1069589.75,1164922.0,1291021.0,1420170.75,1550950.0,1662135.75,1739993.75,1819576.2,1892742.0,1943337.25,1997713.2,2037875.75,2051648.5,2063288.0,2060646.25,2050981.75,2046462.8,2047693.5,2061148.75,2130361.4,2200221.75,2283387.75,2367169.6,2450361.25,2527030.75,2609374.8,2650741.75,2650671.4,2649605.0,2643448.75,2615756.8,2624877.5,2599444.5,2605644.0,2606311.5,2612460.5,2608856.6,2616685.0,2605156.25,2586849.4,2577924.0,2584715.0,2613207.25,2654302.0,2713301.0,2813440.0,2909033.5,2993538.75,3084787.8,3170349.75,3261185.6,3358807.75,3427579.5,3529791.0,3628525.75,3724210.75,3794418.6,3867267.25,3936391.75,4003166.8,4056000.0,4089046.75,4127094.8,4151875.0,4174843.25,4204217.6,4226174.0,4237327.0,4243591.0,4239116.5,4236299.25,4226936.6,4226954.25,4229760.75,4235257.2,4235440.5,4239509.8,4245731.25,4241865.0,4244114.8,4244184.75,4244013.5,4246872.2,4245468.75,4234574.25,4235034.2,4232746.25,4233495.8,4235440.0,4223083.25,4226056.8,4231125.25,4224287.0,4234220.25,4246045.4,4251207.0,4248248.0,4249430.0,4245468.5,4245264.6,4244310.5,4243561.5,4236435.8,4230614.5,4216121.4,4202044.25,4190563.0,4169986.5,4137654.4,4112737.0,4081135.5,4038076.0,4008366.0,3969789.8,3927951.5,3891230.25,3854999.4,3812691.75,3779794.25,3745014.5,3688771.6,3660450.5,3619434.4,3592769.5,3587532.75,3599892.2,3657719.5,3717710.75,3769749.6,3835519.75,4037279.0,5273876.6,5843195.25,6048567.25,6188826.4,6283343.5,6397502.0,6519586.75,6586667.0,6700746.8,6797707.5,6934953.25,7090197.8,7207246.25,7291913.75,7450341.4,7617340.75,7733453.75,7881596.2
Balance Sheet: U.S. Treasuries Held Outright ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629399.5,629406.0,631901.75,639158.25,645498.6,649272.75,651730.25,652635.4,653372.25,655364.75,656874.2,661593.0,665935.2,666852.5,669864.0,673180.6,675082.75,678974.25,684595.2,691054.5,694270.0,696441.6,703186.5,709692.0,716623.8,717824.0,717868.75,717515.4,717694.5,721389.5,725678.0,724709.5,727340.2,733289.0,738205.25,742735.6,744194.5,744905.5,750386.0,756651.4,758843.0,760776.2,765942.0,765573.25,765215.6,768360.25,768237.5,770975.2,776598.5,778886.6,779365.0,780854.0,783437.75,789556.0,790409.5,790633.25,789095.8,779636.5,779596.6,779653.75,769704.25,727755.0,713365.5,672403.25,557467.8,511581.0,481635.0,479036.0,479486.0,478981.25,476547.2,476432.0,476134.6,475421.0,474812.5,474682.5,522172.4,580276.25,631679.75,681896.8,728817.25,761041.8,772673.0,776523.5,776565.0,776607.0,776581.5,776629.0,776712.5,776813.0,776951.0,777009.0,779518.75,797519.8,827549.25,867476.25,971591.0,1071768.0,1177254.75,1284279.4,1387215.75,1480639.25,1576371.6,1631795.75,1646768.6,1660579.75,1672204.5,1666995.0,1676212.5,1656829.0,1661680.8,1661860.5,1672592.75,1660772.2,1663639.25,1657284.5,1644927.0,1648553.5,1651524.6,1651314.0,1657545.25,1687612.0,1732915.0,1777715.25,1820347.5,1865507.6,1912802.75,1961857.6,2007561.75,2047109.25,2096585.4,2144303.0,2190407.0,2223451.6,2265050.0,2300431.25,2334953.8,2363551.0,2388109.0,2411464.6,2429385.0,2443205.0,2456463.0,2461612.5,2461492.8,2461014.0,2460409.25,2459847.25,2459806.2,2460410.25,2460830.0,2461238.4,2461739.5,2461944.4,2461855.5,2461695.5,2461577.6,2461423.0,2461183.5,2461239.2,2461379.0,2461613.0,2462032.2,2462595.75,2463290.2,2463529.5,2463508.5,2463724.8,2463548.5,2463526.25,2463441.0,2463851.8,2464592.0,2464720.2,2464914.5,2465133.0,2465247.2,2465408.0,2465597.25,2458046.8,2454296.5,2445329.2,2432168.25,2424642.5,2413097.0,2390418.4,2378061.0,2360135.0,2329464.2,2313205.0,2289459.2,2261764.5,2240633.75,2221055.0,2193902.5,2175508.0,2153426.0,2118368.0,2110020.5,2091915.2,2086366.0,2102460.5,2137275.8,2216176.5,2292897.25,2365882.0,2449062.25,2661199.5,3728969.4,4069075.5,4162877.25,4251449.0,4332461.75,4412852.6,4497947.5,4570455.25,4655917.2,4733203.25,4809901.5,4906299.6,4986900.0,5063447.75,5149903.0,5232755.5,5312788.25,5394942.6
Balance Sheet: Federal Agency Debt Securities ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,14087.0,12731.5,17118.2,23984.75,33495.0,45333.75,60802.8,75214.0,88682.75,101190.4,111812.0,125598.8,137909.25,151186.75,157730.8,161646.0,165432.5,168097.2,168924.25,167794.5,166002.4,161408.75,158118.75,155146.6,151677.75,149133.5,147832.0,146075.0,144433.0,138296.4,129507.25,122521.75,118324.0,114152.75,111016.4,109022.0,107968.0,106930.2,105127.0,102347.75,101225.6,98769.0,95681.75,93962.4,92368.0,91256.5,89115.8,86230.75,82709.0,80592.5,78658.0,75695.4,74481.25,73005.5,72145.5,71820.4,70774.0,67584.6,65915.0,64308.25,59925.8,58726.0,57508.75,55522.2,51411.0,49377.0,46242.0,44523.5,43870.5,42949.0,41703.25,40784.0,39822.4,39444.25,38677.0,38132.5,37054.75,36877.0,36287.8,35895.0,35895.0,35574.2,35093.0,35093.0,34619.5,33545.0,32944.0,32131.0,31318.0,30081.4,28176.5,26096.0,25096.0,23794.0,22492.0,21492.0,19492.5,18493.0,17336.5,16180.0,15129.5,13329.0,12579.0,10032.0,8281.25,8097.0,7561.0,6757.0,6757.0,5810.6,4391.0,4391.0,4391.0,4391.0,4391.0,4391.0,2904.5,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2409.0,2393.5,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0,2347.0
Balance Sheet: Mortgage-Backed Securities ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.5,37197.75,152626.25,312533.6,414099.25,444559.75,507933.8,579541.25,664309.4,751553.75,812283.25,885281.2,954489.0,1001323.25,1052987.4,1092238.75,1107041.25,1120334.8,1122228.5,1113344.25,1093796.4,1068466.5,1044538.75,1010938.4,982379.0,961699.75,944594.0,933638.25,923869.25,914679.4,904793.25,892886.8,880003.25,863275.5,841831.4,843537.75,840267.75,842737.6,845681.75,844185.75,854122.0,860677.5,856615.25,852806.6,843140.25,850481.8,881301.25,918099.0,949993.8,1006043.75,1058312.75,1101046.0,1147460.0,1186774.0,1231743.4,1285331.25,1316162.0,1373279.6,1425496.75,1476295.0,1515444.8,1550806.5,1586584.0,1621970.8,1647925.5,1657067.25,1672681.2,1680786.75,1690854.25,1707932.2,1725117.75,1737157.2,1744444.25,1741652.75,1739575.0,1730842.4,1730649.25,1733035.75,1738444.2,1738608.0,1742472.2,1749256.25,1746624.25,1749593.2,1750630.75,1751512.0,1755551.2,1755913.25,1746865.25,1747906.0,1746356.75,1747713.8,1750418.75,1740082.0,1743839.2,1750240.0,1744580.75,1755649.75,1768864.8,1774035.75,1773496.2,1776234.5,1772238.75,1772456.4,1772145.75,1771207.0,1772578.4,1771927.5,1766401.0,1765485.0,1761529.5,1752498.5,1742845.0,1731771.25,1718591.5,1706202.6,1692752.0,1677921.4,1663778.0,1648187.5,1631535.8,1616381.0,1601892.75,1589241.5,1568056.6,1548083.0,1525172.4,1504056.5,1482725.25,1460269.2,1439196.5,1422466.5,1401520.4,1384110.5,1373732.75,1542560.0,1771773.0,1883342.75,1935030.0,1948534.75,1982302.6,2019292.0,2013865.0,2042482.4,2062157.25,2122704.75,2181551.0,2217999.25,2226119.0,2298091.2,2382238.75,2418318.75,2484306.6
Balance Sheet: Repos ($ Mil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33625.0,32100.0,27185.5,23625.0,30350.2,27813.5,26625.0,27500.0,26437.5,27750.0,28050.0,24625.0,31600.0,28250.0,21375.0,23700.0,27425.0,25562.5,27450.0,25125.0,18500.0,31400.0,24062.5,28187.5,31600.0,26000.0,20625.0,25500.0,25687.5,25562.5,28650.0,31000.0,29300.0,28500.0,19250.0,25350.0,37625.0,29937.5,25312.5,25850.0,21500.0,24200.0,23937.5,24750.0,24100.0,19562.5,24812.5,33550.0,30687.5,26400.0,32250.0,35000.0,29687.5,31450.0,22875.0,24187.5,24050.0,42187.5,43200.0,49625.0,48625.0,39650.0,34187.5,74500.0,105050.0,119875.0,125312.5,112750.0,108687.5,104937.5,84600.0,80000.0,80000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,152.5,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,45000.0,190220.8,207792.75,223148.75,211375.0,160497.5,307918.75,190520.6,167126.5,132026.0,12240.6,0.0,200.4,1014.75,1000.0,1000.0,1000.0,700.0,200.0,0.0,11.75,0.0,0.0,0.0,0.0
